id,farmId,receivedDate,status
1524,4,2026-05-29,COMPLETED
1525,5,2026-05-29,COMPLETED
1526,1,2026-05-30,COMPLETED
1527,2,2026-05-30,COMPLETED
1528,3,2026-05-30,COMPLETED
1529,4,2026-05-30,COMPLETED
1530,5,2026-05-30,COMPLETED
1531,1,2026-05-31,COMPLETED
1532,2,2026-05-31,COMPLETED
1533,3,2026-05-31,COMPLETED
1534,4,2026-05-31,COMPLETED
1535,5,2026-05-31,COMPLETED
1536,1,2026-06-01,COMPLETED
1537,2,2026-06-01,COMPLETED
1538,3,2026-06-01,COMPLETED
1539,4,2026-06-01,COMPLETED
1540,5,2026-06-01,COMPLETED
1541,1,2026-06-02,COMPLETED
1542,2,2026-06-02,COMPLETED
1543,3,2026-06-02,COMPLETED
1544,4,2026-06-02,COMPLETED
1545,5,2026-06-02,COMPLETED
1546,1,2026-06-03,COMPLETED
1547,2,2026-06-03,COMPLETED
1548,3,2026-06-03,COMPLETED
1549,4,2026-06-03,COMPLETED
1550,5,2026-06-03,COMPLETED
1551,1,2026-06-04,COMPLETED
1552,2,2026-06-04,COMPLETED
1553,3,2026-06-04,COMPLETED
1554,4,2026-06-04,COMPLETED
1555,5,2026-06-04,COMPLETED
1556,1,2026-06-05,COMPLETED
1557,2,2026-06-05,COMPLETED
1558,3,2026-06-05,COMPLETED
1559,4,2026-06-05,COMPLETED
1560,5,2026-06-05,COMPLETED
1561,1,2026-06-06,COMPLETED
1562,2,2026-06-06,COMPLETED
1563,3,2026-06-06,COMPLETED
1564,4,2026-06-06,COMPLETED
1565,5,2026-06-06,COMPLETED
1566,1,2026-06-07,COMPLETED
1567,2,2026-06-07,COMPLETED
1568,3,2026-06-07,COMPLETED
1569,4,2026-06-07,COMPLETED
1570,5,2026-06-07,COMPLETED
1571,1,2026-06-08,COMPLETED
1572,2,2026-06-08,COMPLETED
1573,3,2026-06-08,COMPLETED
1574,4,2026-06-08,COMPLETED
1575,5,2026-06-08,COMPLETED
1576,1,2026-06-09,COMPLETED
1577,2,2026-06-09,COMPLETED
1578,3,2026-06-09,COMPLETED
1579,4,2026-06-09,COMPLETED
1580,5,2026-06-09,COMPLETED
1581,1,2026-06-10,COMPLETED
1582,2,2026-06-10,COMPLETED
1583,3,2026-06-10,COMPLETED
1584,4,2026-06-10,COMPLETED
1585,5,2026-06-10,COMPLETED
1586,1,2026-06-11,COMPLETED
1587,2,2026-06-11,COMPLETED
1588,3,2026-06-11,COMPLETED
1589,4,2026-06-11,COMPLETED
1590,5,2026-06-11,COMPLETED
1591,1,2026-06-12,COMPLETED
1592,2,2026-06-12,COMPLETED
1593,3,2026-06-12,COMPLETED
1594,4,2026-06-12,COMPLETED
1595,5,2026-06-12,COMPLETED
1596,1,2026-06-13,COMPLETED
1597,2,2026-06-13,COMPLETED
1598,3,2026-06-13,COMPLETED
1599,4,2026-06-13,COMPLETED
1600,5,2026-06-13,COMPLETED
1601,1,2026-06-14,COMPLETED
1602,2,2026-06-14,COMPLETED
1603,3,2026-06-14,COMPLETED
1604,4,2026-06-14,COMPLETED
1605,5,2026-06-14,COMPLETED
1606,1,2026-06-15,COMPLETED
1607,2,2026-06-15,COMPLETED
1608,3,2026-06-15,COMPLETED
1609,4,2026-06-15,COMPLETED
1610,5,2026-06-15,COMPLETED
1611,1,2026-06-16,COMPLETED
1612,2,2026-06-16,COMPLETED
1613,3,2026-06-16,COMPLETED
1614,4,2026-06-16,COMPLETED
1615,5,2026-06-16,COMPLETED
1616,1,2026-06-17,COMPLETED
1617,2,2026-06-17,COMPLETED
1618,3,2026-06-17,COMPLETED
1619,4,2026-06-17,COMPLETED
1620,5,2026-06-17,COMPLETED
1621,1,2026-06-18,COMPLETED
1622,2,2026-06-18,COMPLETED
1623,3,2026-06-18,COMPLETED
1624,4,2026-06-18,COMPLETED
1625,5,2026-06-18,COMPLETED
1626,1,2026-06-19,COMPLETED
1627,2,2026-06-19,COMPLETED
1628,3,2026-06-19,COMPLETED
1629,4,2026-06-19,COMPLETED
1630,5,2026-06-19,COMPLETED
1631,1,2026-06-20,COMPLETED
1632,2,2026-06-20,COMPLETED
1633,3,2026-06-20,COMPLETED
1634,4,2026-06-20,COMPLETED
1635,5,2026-06-20,COMPLETED
1636,1,2026-06-21,COMPLETED
1637,2,2026-06-21,COMPLETED
1638,3,2026-06-21,COMPLETED
1639,4,2026-06-21,COMPLETED
1640,5,2026-06-21,COMPLETED
1641,1,2026-06-22,COMPLETED
1642,2,2026-06-22,COMPLETED
1643,3,2026-06-22,COMPLETED
1644,4,2026-06-22,COMPLETED
1645,5,2026-06-22,COMPLETED
1646,1,2026-06-23,COMPLETED
1647,2,2026-06-23,COMPLETED
1648,3,2026-06-23,COMPLETED
1649,4,2026-06-23,COMPLETED
1650,5,2026-06-23,COMPLETED
1651,1,2026-06-24,COMPLETED
1652,2,2026-06-24,COMPLETED
1653,3,2026-06-24,COMPLETED
1654,4,2026-06-24,COMPLETED
1655,5,2026-06-24,COMPLETED
1656,1,2026-06-25,COMPLETED
1657,2,2026-06-25,COMPLETED
1658,3,2026-06-25,COMPLETED
1659,4,2026-06-25,COMPLETED
1660,5,2026-06-25,COMPLETED
1661,1,2026-06-26,COMPLETED
1662,2,2026-06-26,COMPLETED
1663,3,2026-06-26,COMPLETED
1664,4,2026-06-26,COMPLETED
1665,5,2026-06-26,COMPLETED
1666,1,2026-06-27,COMPLETED
1667,2,2026-06-27,COMPLETED
1668,3,2026-06-27,COMPLETED
1669,4,2026-06-27,COMPLETED
1670,5,2026-06-27,COMPLETED
1671,1,2026-06-28,COMPLETED
1672,2,2026-06-28,COMPLETED
1673,3,2026-06-28,COMPLETED
1674,4,2026-06-28,COMPLETED
1675,5,2026-06-28,COMPLETED
1676,1,2026-06-29,COMPLETED
1677,2,2026-06-29,COMPLETED
1678,3,2026-06-29,COMPLETED
1679,4,2026-06-29,COMPLETED
1680,5,2026-06-29,COMPLETED
1681,1,2026-06-30,COMPLETED
1682,2,2026-06-30,COMPLETED
1683,3,2026-06-30,COMPLETED
1684,4,2026-06-30,COMPLETED
1685,5,2026-06-30,COMPLETED
1686,1,2026-07-01,COMPLETED
1687,2,2026-07-01,COMPLETED
1688,3,2026-07-01,COMPLETED
1689,4,2026-07-01,COMPLETED
1690,5,2026-07-01,COMPLETED
1691,1,2026-07-02,COMPLETED
1692,2,2026-07-02,COMPLETED
1693,3,2026-07-02,COMPLETED
1694,4,2026-07-02,COMPLETED
1695,5,2026-07-02,COMPLETED
1696,1,2026-07-03,COMPLETED
1697,2,2026-07-03,COMPLETED
1698,3,2026-07-03,COMPLETED
1699,4,2026-07-03,COMPLETED
1700,5,2026-07-03,COMPLETED
1701,1,2026-07-04,COMPLETED
1702,2,2026-07-04,COMPLETED
1703,3,2026-07-04,COMPLETED
1704,4,2026-07-04,COMPLETED
1705,5,2026-07-04,COMPLETED
1706,1,2026-07-05,COMPLETED
1707,2,2026-07-05,COMPLETED
1708,3,2026-07-05,COMPLETED
1709,4,2026-07-05,COMPLETED
1710,5,2026-07-05,COMPLETED
1711,1,2026-07-06,COMPLETED
1712,2,2026-07-06,COMPLETED
1713,3,2026-07-06,COMPLETED
1714,4,2026-07-06,COMPLETED
1715,5,2026-07-06,COMPLETED
1716,1,2026-07-07,COMPLETED
1717,2,2026-07-07,COMPLETED
1718,3,2026-07-07,COMPLETED
1719,4,2026-07-07,COMPLETED
1720,5,2026-07-07,COMPLETED
1721,1,2026-07-08,COMPLETED
1722,2,2026-07-08,COMPLETED
1723,3,2026-07-08,COMPLETED
1724,4,2026-07-08,COMPLETED
1725,5,2026-07-08,COMPLETED
1726,1,2026-07-09,COMPLETED
1727,2,2026-07-09,COMPLETED
1728,3,2026-07-09,COMPLETED
1729,4,2026-07-09,COMPLETED
1730,5,2026-07-09,COMPLETED
1731,1,2026-07-10,COMPLETED
1732,2,2026-07-10,COMPLETED
1733,3,2026-07-10,COMPLETED
1734,4,2026-07-10,COMPLETED
1735,5,2026-07-10,COMPLETED
1736,1,2026-07-11,COMPLETED
1737,2,2026-07-11,COMPLETED
1738,3,2026-07-11,COMPLETED
1739,4,2026-07-11,COMPLETED
1740,5,2026-07-11,COMPLETED
1741,1,2026-07-12,COMPLETED
1742,2,2026-07-12,COMPLETED
1743,3,2026-07-12,COMPLETED
1744,4,2026-07-12,COMPLETED
1745,5,2026-07-12,COMPLETED
1746,1,2026-07-13,COMPLETED
1747,2,2026-07-13,COMPLETED
1748,3,2026-07-13,COMPLETED
1749,4,2026-07-13,COMPLETED
1750,5,2026-07-13,COMPLETED
1751,1,2026-07-14,COMPLETED
1752,2,2026-07-14,COMPLETED
1753,3,2026-07-14,COMPLETED
1754,4,2026-07-14,COMPLETED
1755,5,2026-07-14,COMPLETED
1756,1,2026-07-15,COMPLETED
1757,2,2026-07-15,COMPLETED
1758,3,2026-07-15,COMPLETED
1759,4,2026-07-15,COMPLETED
1760,5,2026-07-15,COMPLETED
1761,1,2026-07-16,COMPLETED
1762,2,2026-07-16,COMPLETED
1763,3,2026-07-16,COMPLETED
1764,4,2026-07-16,COMPLETED
1765,5,2026-07-16,COMPLETED
1766,1,2026-07-17,COMPLETED
1767,2,2026-07-17,COMPLETED
1768,3,2026-07-17,COMPLETED
1769,4,2026-07-17,COMPLETED
1770,5,2026-07-17,COMPLETED
1771,1,2026-07-18,COMPLETED
1772,2,2026-07-18,COMPLETED
1773,3,2026-07-18,COMPLETED
1774,4,2026-07-18,COMPLETED
1775,5,2026-07-18,COMPLETED
1776,1,2026-07-19,COMPLETED
1777,2,2026-07-19,COMPLETED
1778,3,2026-07-19,COMPLETED
1779,4,2026-07-19,COMPLETED
1780,5,2026-07-19,COMPLETED
1781,1,2026-07-20,COMPLETED
1782,2,2026-07-20,COMPLETED
1783,3,2026-07-20,COMPLETED
1784,4,2026-07-20,COMPLETED
1785,5,2026-07-20,COMPLETED
1786,1,2026-07-21,COMPLETED
1787,2,2026-07-21,COMPLETED
1788,3,2026-07-21,COMPLETED
1789,4,2026-07-21,COMPLETED
1790,5,2026-07-21,COMPLETED
1791,1,2026-07-22,COMPLETED
1792,2,2026-07-22,COMPLETED
1793,3,2026-07-22,COMPLETED
1794,4,2026-07-22,COMPLETED
1795,5,2026-07-22,COMPLETED
1796,1,2026-07-23,COMPLETED
1797,2,2026-07-23,COMPLETED
1798,3,2026-07-23,COMPLETED
1799,4,2026-07-23,COMPLETED
1800,5,2026-07-23,COMPLETED
1801,1,2026-07-24,COMPLETED
1802,2,2026-07-24,COMPLETED
1803,3,2026-07-24,COMPLETED
1804,4,2026-07-24,COMPLETED
1805,5,2026-07-24,COMPLETED
1806,1,2026-07-25,COMPLETED
1807,2,2026-07-25,COMPLETED
1808,3,2026-07-25,COMPLETED
1809,4,2026-07-25,COMPLETED
1810,5,2026-07-25,COMPLETED
1811,1,2026-07-26,COMPLETED
1812,2,2026-07-26,COMPLETED
1813,3,2026-07-26,COMPLETED
1814,4,2026-07-26,COMPLETED
1815,5,2026-07-26,COMPLETED
1816,1,2026-07-27,COMPLETED
1817,2,2026-07-27,COMPLETED
1818,3,2026-07-27,COMPLETED
1819,4,2026-07-27,COMPLETED
1820,5,2026-07-27,COMPLETED
1821,1,2026-07-28,COMPLETED
1822,2,2026-07-28,COMPLETED
1823,3,2026-07-28,COMPLETED
1824,4,2026-07-28,COMPLETED
1825,5,2026-07-28,COMPLETED
1826,1,2026-07-29,COMPLETED
1827,2,2026-07-29,COMPLETED
1828,3,2026-07-29,COMPLETED
1829,4,2026-07-29,COMPLETED
1830,5,2026-07-29,COMPLETED
1831,1,2026-07-30,COMPLETED
1832,2,2026-07-30,COMPLETED
1833,3,2026-07-30,COMPLETED
1834,4,2026-07-30,COMPLETED
1835,5,2026-07-30,COMPLETED
1836,1,2026-07-31,COMPLETED
1837,2,2026-07-31,COMPLETED
1838,3,2026-07-31,COMPLETED
1839,4,2026-07-31,COMPLETED
1840,5,2026-07-31,COMPLETED
1841,1,2026-08-01,COMPLETED
1842,2,2026-08-01,COMPLETED
1843,3,2026-08-01,COMPLETED
1844,4,2026-08-01,COMPLETED
1845,5,2026-08-01,COMPLETED
1846,1,2026-08-02,COMPLETED
1847,2,2026-08-02,COMPLETED
1848,3,2026-08-02,COMPLETED
1849,4,2026-08-02,COMPLETED
1850,5,2026-08-02,COMPLETED
1851,1,2026-08-03,COMPLETED
1852,2,2026-08-03,COMPLETED
1853,3,2026-08-03,COMPLETED
1854,4,2026-08-03,COMPLETED
1855,5,2026-08-03,COMPLETED
1856,1,2026-08-04,COMPLETED
1857,2,2026-08-04,COMPLETED
1858,3,2026-08-04,COMPLETED
1859,4,2026-08-04,COMPLETED
1860,5,2026-08-04,COMPLETED
1861,1,2026-08-05,COMPLETED
1862,2,2026-08-05,COMPLETED
1863,3,2026-08-05,COMPLETED
1864,4,2026-08-05,COMPLETED
1865,5,2026-08-05,COMPLETED
1866,1,2026-08-06,COMPLETED
1867,2,2026-08-06,COMPLETED
1868,3,2026-08-06,COMPLETED
1869,4,2026-08-06,COMPLETED
1870,5,2026-08-06,COMPLETED
1871,1,2026-08-07,COMPLETED
1872,2,2026-08-07,COMPLETED
1873,3,2026-08-07,COMPLETED
1874,4,2026-08-07,COMPLETED
1875,5,2026-08-07,COMPLETED
1876,1,2026-08-08,COMPLETED
1877,2,2026-08-08,COMPLETED
1878,3,2026-08-08,COMPLETED
1879,4,2026-08-08,COMPLETED
1880,5,2026-08-08,COMPLETED
1881,1,2026-08-09,COMPLETED
1882,2,2026-08-09,COMPLETED
1883,3,2026-08-09,COMPLETED
1884,4,2026-08-09,COMPLETED
1885,5,2026-08-09,COMPLETED
1886,1,2026-08-10,COMPLETED
1887,2,2026-08-10,COMPLETED
1888,3,2026-08-10,COMPLETED
1889,4,2026-08-10,COMPLETED
1890,5,2026-08-10,COMPLETED
1891,1,2026-08-11,COMPLETED
1892,2,2026-08-11,COMPLETED
1893,3,2026-08-11,COMPLETED
1894,4,2026-08-11,COMPLETED
1895,5,2026-08-11,COMPLETED
1896,1,2026-08-12,COMPLETED
1897,2,2026-08-12,COMPLETED
1898,3,2026-08-12,COMPLETED
1899,4,2026-08-12,COMPLETED
1900,5,2026-08-12,COMPLETED
