id,receivingId,flowerId,shippedQuantity,actualReceivedQuantity,acceptedQuantity,unusableQuantity,unusableNotes
25523,728,30,23,23,22,1,Rejected at QC: damaged or below grade
25524,729,30,22,22,20,2,Rejected at QC: damaged or below grade
25525,730,30,24,24,23,1,Rejected at QC: damaged or below grade
25526,726,31,15,15,15,0,
25527,727,31,16,16,15,1,Rejected at QC: damaged or below grade
25528,728,31,16,16,15,1,Rejected at QC: damaged or below grade
25529,729,31,17,17,17,0,
25530,730,31,16,16,15,1,Rejected at QC: damaged or below grade
25531,726,32,22,22,20,2,Rejected at QC: damaged or below grade
25532,727,32,23,23,22,1,Rejected at QC: damaged or below grade
25533,728,32,18,18,17,1,Rejected at QC: damaged or below grade
25534,729,32,22,22,21,1,Rejected at QC: damaged or below grade
25535,730,32,24,24,23,1,Rejected at QC: damaged or below grade
25536,726,33,18,18,17,1,Rejected at QC: damaged or below grade
25537,727,33,14,14,14,0,
25538,728,33,17,17,16,1,Rejected at QC: damaged or below grade
25539,729,33,16,16,16,0,
25540,730,33,18,18,17,1,Rejected at QC: damaged or below grade
25541,726,34,19,19,18,1,Rejected at QC: damaged or below grade
25542,727,34,22,22,21,1,Rejected at QC: damaged or below grade
25543,728,34,19,19,18,1,Rejected at QC: damaged or below grade
25544,729,34,22,22,20,2,Rejected at QC: damaged or below grade
25545,730,34,20,20,19,1,Rejected at QC: damaged or below grade
25546,726,35,20,20,19,1,Rejected at QC: damaged or below grade
25547,727,35,17,17,16,1,Rejected at QC: damaged or below grade
25548,728,35,18,18,17,1,Rejected at QC: damaged or below grade
25549,729,35,21,21,20,1,Rejected at QC: damaged or below grade
25550,730,35,20,20,20,0,
25551,731,1,29,29,27,2,Rejected at QC: damaged or below grade
25552,732,1,24,24,22,2,Rejected at QC: damaged or below grade
25553,733,1,24,24,23,1,Rejected at QC: damaged or below grade
25554,734,1,27,27,26,1,Rejected at QC: damaged or below grade
25555,735,1,23,23,22,1,Rejected at QC: damaged or below grade
25556,731,2,26,26,24,2,Rejected at QC: damaged or below grade
25557,732,2,25,25,24,1,Rejected at QC: damaged or below grade
25558,733,2,21,21,19,2,Rejected at QC: damaged or below grade
25559,734,2,21,21,20,1,Rejected at QC: damaged or below grade
25560,735,2,24,24,22,2,Rejected at QC: damaged or below grade
25561,731,3,18,18,17,1,Rejected at QC: damaged or below grade
25562,732,3,18,18,17,1,Rejected at QC: damaged or below grade
25563,733,3,20,20,19,1,Rejected at QC: damaged or below grade
25564,734,3,19,19,18,1,Rejected at QC: damaged or below grade
25565,735,3,19,19,18,1,Rejected at QC: damaged or below grade
25566,731,4,21,21,21,0,
25567,732,4,20,20,20,0,
25568,733,4,18,18,17,1,Rejected at QC: damaged or below grade
25569,734,4,22,22,21,1,Rejected at QC: damaged or below grade
25570,735,4,17,17,16,1,Rejected at QC: damaged or below grade
25571,731,5,27,27,26,1,Rejected at QC: damaged or below grade
25572,732,5,27,27,25,2,Rejected at QC: damaged or below grade
25573,733,5,26,26,25,1,Rejected at QC: damaged or below grade
25574,734,5,25,25,24,1,Rejected at QC: damaged or below grade
25575,735,5,23,23,22,1,Rejected at QC: damaged or below grade
25576,731,6,28,28,26,2,Rejected at QC: damaged or below grade
25577,732,6,29,29,28,1,Rejected at QC: damaged or below grade
25578,733,6,25,25,23,2,Rejected at QC: damaged or below grade
25579,734,6,24,24,23,1,Rejected at QC: damaged or below grade
25580,735,6,22,22,21,1,Rejected at QC: damaged or below grade
25581,731,7,23,23,21,2,Rejected at QC: damaged or below grade
25582,732,7,24,24,22,2,Rejected at QC: damaged or below grade
25583,733,7,24,24,23,1,Rejected at QC: damaged or below grade
25584,734,7,20,20,19,1,Rejected at QC: damaged or below grade
25585,735,7,18,18,17,1,Rejected at QC: damaged or below grade
25586,731,8,23,23,22,1,Rejected at QC: damaged or below grade
25587,732,8,23,23,22,1,Rejected at QC: damaged or below grade
25588,733,8,25,25,24,1,Rejected at QC: damaged or below grade
25589,734,8,24,24,23,1,Rejected at QC: damaged or below grade
25590,735,8,20,20,19,1,Rejected at QC: damaged or below grade
25591,731,9,17,17,16,1,Rejected at QC: damaged or below grade
25592,732,9,20,20,19,1,Rejected at QC: damaged or below grade
25593,733,9,19,19,18,1,Rejected at QC: damaged or below grade
25594,734,9,19,19,18,1,Rejected at QC: damaged or below grade
25595,735,9,16,16,15,1,Rejected at QC: damaged or below grade
25596,731,10,18,18,18,0,
25597,732,10,23,23,21,2,Rejected at QC: damaged or below grade
25598,733,10,24,24,22,2,Rejected at QC: damaged or below grade
25599,734,10,22,22,21,1,Rejected at QC: damaged or below grade
25600,735,10,19,19,18,1,Rejected at QC: damaged or below grade
25601,731,11,23,23,22,1,Rejected at QC: damaged or below grade
25602,732,11,28,28,27,1,Rejected at QC: damaged or below grade
25603,733,11,21,21,20,1,Rejected at QC: damaged or below grade
25604,734,11,25,25,24,1,Rejected at QC: damaged or below grade
25605,735,11,29,29,28,1,Rejected at QC: damaged or below grade
25606,731,12,19,19,18,1,Rejected at QC: damaged or below grade
25607,732,12,24,24,23,1,Rejected at QC: damaged or below grade
25608,733,12,23,23,22,1,Rejected at QC: damaged or below grade
25609,734,12,20,20,19,1,Rejected at QC: damaged or below grade
25610,735,12,17,17,16,1,Rejected at QC: damaged or below grade
25611,731,13,20,20,18,2,Rejected at QC: damaged or below grade
25612,732,13,19,19,18,1,Rejected at QC: damaged or below grade
25613,733,13,22,22,21,1,Rejected at QC: damaged or below grade
25614,734,13,21,21,20,1,Rejected at QC: damaged or below grade
25615,735,13,18,18,17,1,Rejected at QC: damaged or below grade
25616,731,14,18,18,17,1,Rejected at QC: damaged or below grade
25617,732,14,16,16,15,1,Rejected at QC: damaged or below grade
25618,733,14,17,17,16,1,Rejected at QC: damaged or below grade
25619,734,14,13,13,12,1,Rejected at QC: damaged or below grade
25620,735,14,17,17,16,1,Rejected at QC: damaged or below grade
25621,731,15,22,22,20,2,Rejected at QC: damaged or below grade
25622,732,15,20,20,19,1,Rejected at QC: damaged or below grade
25623,733,15,23,23,22,1,Rejected at QC: damaged or below grade
25624,734,15,20,20,20,0,
25625,735,15,21,21,20,1,Rejected at QC: damaged or below grade
25626,731,16,22,22,21,1,Rejected at QC: damaged or below grade
25627,732,16,27,27,26,1,Rejected at QC: damaged or below grade
25628,733,16,26,26,25,1,Rejected at QC: damaged or below grade
25629,734,16,25,25,24,1,Rejected at QC: damaged or below grade
25630,735,16,30,30,29,1,Rejected at QC: damaged or below grade
25631,731,17,22,22,21,1,Rejected at QC: damaged or below grade
25632,732,17,19,19,18,1,Rejected at QC: damaged or below grade
25633,733,17,21,21,20,1,Rejected at QC: damaged or below grade
25634,734,17,21,21,20,1,Rejected at QC: damaged or below grade
25635,735,17,17,17,17,0,
25636,731,18,19,19,18,1,Rejected at QC: damaged or below grade
25637,732,18,16,16,15,1,Rejected at QC: damaged or below grade
25638,733,18,21,21,20,1,Rejected at QC: damaged or below grade
25639,734,18,17,17,16,1,Rejected at QC: damaged or below grade
25640,735,18,21,21,20,1,Rejected at QC: damaged or below grade
25641,731,19,23,23,22,1,Rejected at QC: damaged or below grade
25642,732,19,19,19,18,1,Rejected at QC: damaged or below grade
25643,733,19,21,21,20,1,Rejected at QC: damaged or below grade
25644,734,19,27,27,25,2,Rejected at QC: damaged or below grade
25645,735,19,20,20,19,1,Rejected at QC: damaged or below grade
25646,731,20,21,21,20,1,Rejected at QC: damaged or below grade
25647,732,20,20,20,19,1,Rejected at QC: damaged or below grade
25648,733,20,24,24,22,2,Rejected at QC: damaged or below grade
25649,734,20,17,17,16,1,Rejected at QC: damaged or below grade
25650,735,20,23,23,22,1,Rejected at QC: damaged or below grade
25651,731,21,22,22,21,1,Rejected at QC: damaged or below grade
25652,732,21,18,18,17,1,Rejected at QC: damaged or below grade
25653,733,21,21,21,20,1,Rejected at QC: damaged or below grade
25654,734,21,19,19,18,1,Rejected at QC: damaged or below grade
25655,735,21,24,24,23,1,Rejected at QC: damaged or below grade
25656,731,22,21,21,20,1,Rejected at QC: damaged or below grade
25657,732,22,24,24,23,1,Rejected at QC: damaged or below grade
25658,733,22,23,23,22,1,Rejected at QC: damaged or below grade
25659,734,22,19,19,18,1,Rejected at QC: damaged or below grade
25660,735,22,26,26,25,1,Rejected at QC: damaged or below grade
25661,731,23,19,19,19,0,
25662,732,23,18,18,17,1,Rejected at QC: damaged or below grade
25663,733,23,19,19,18,1,Rejected at QC: damaged or below grade
25664,734,23,19,19,19,0,
25665,735,23,16,16,15,1,Rejected at QC: damaged or below grade
25666,731,24,27,27,26,1,Rejected at QC: damaged or below grade
25667,732,24,28,28,26,2,Rejected at QC: damaged or below grade
25668,733,24,26,26,25,1,Rejected at QC: damaged or below grade
25669,734,24,24,24,23,1,Rejected at QC: damaged or below grade
25670,735,24,22,22,21,1,Rejected at QC: damaged or below grade
25671,731,25,20,20,19,1,Rejected at QC: damaged or below grade
25672,732,25,20,20,19,1,Rejected at QC: damaged or below grade
25673,733,25,19,19,18,1,Rejected at QC: damaged or below grade
25674,734,25,26,26,24,2,Rejected at QC: damaged or below grade
25675,735,25,20,20,19,1,Rejected at QC: damaged or below grade
25676,731,26,22,22,21,1,Rejected at QC: damaged or below grade
25677,732,26,22,22,20,2,Rejected at QC: damaged or below grade
25678,733,26,22,22,20,2,Rejected at QC: damaged or below grade
25679,734,26,19,19,18,1,Rejected at QC: damaged or below grade
25680,735,26,17,17,16,1,Rejected at QC: damaged or below grade
25681,731,27,19,19,18,1,Rejected at QC: damaged or below grade
25682,732,27,19,19,18,1,Rejected at QC: damaged or below grade
25683,733,27,21,21,20,1,Rejected at QC: damaged or below grade
25684,734,27,16,16,16,0,
25685,735,27,21,21,19,2,Rejected at QC: damaged or below grade
25686,731,28,33,33,32,1,Rejected at QC: damaged or below grade
25687,732,28,26,26,25,1,Rejected at QC: damaged or below grade
25688,733,28,27,27,25,2,Rejected at QC: damaged or below grade
25689,734,28,30,30,29,1,Rejected at QC: damaged or below grade
25690,735,28,29,29,27,2,Rejected at QC: damaged or below grade
25691,731,29,22,22,21,1,Rejected at QC: damaged or below grade
25692,732,29,17,17,16,1,Rejected at QC: damaged or below grade
25693,733,29,18,18,17,1,Rejected at QC: damaged or below grade
25694,734,29,22,22,21,1,Rejected at QC: damaged or below grade
25695,735,29,22,22,21,1,Rejected at QC: damaged or below grade
25696,731,30,18,18,17,1,Rejected at QC: damaged or below grade
25697,732,30,19,19,18,1,Rejected at QC: damaged or below grade
25698,733,30,16,16,15,1,Rejected at QC: damaged or below grade
25699,734,30,16,16,15,1,Rejected at QC: damaged or below grade
25700,735,30,19,19,18,1,Rejected at QC: damaged or below grade
25701,731,31,16,16,15,1,Rejected at QC: damaged or below grade
25702,732,31,23,23,22,1,Rejected at QC: damaged or below grade
25703,733,31,22,22,21,1,Rejected at QC: damaged or below grade
25704,734,31,16,16,16,0,
25705,735,31,19,19,18,1,Rejected at QC: damaged or below grade
25706,731,32,17,17,16,1,Rejected at QC: damaged or below grade
25707,732,32,16,16,15,1,Rejected at QC: damaged or below grade
25708,733,32,17,17,16,1,Rejected at QC: damaged or below grade
25709,734,32,19,19,18,1,Rejected at QC: damaged or below grade
25710,735,32,19,19,18,1,Rejected at QC: damaged or below grade
25711,731,33,19,19,18,1,Rejected at QC: damaged or below grade
25712,732,33,19,19,19,0,
25713,733,33,21,21,20,1,Rejected at QC: damaged or below grade
25714,734,33,20,20,19,1,Rejected at QC: damaged or below grade
25715,735,33,15,15,15,0,
25716,731,34,18,18,17,1,Rejected at QC: damaged or below grade
25717,732,34,13,13,12,1,Rejected at QC: damaged or below grade
25718,733,34,17,17,16,1,Rejected at QC: damaged or below grade
25719,734,34,14,14,13,1,Rejected at QC: damaged or below grade
25720,735,34,17,17,16,1,Rejected at QC: damaged or below grade
25721,731,35,23,23,22,1,Rejected at QC: damaged or below grade
25722,732,35,23,23,22,1,Rejected at QC: damaged or below grade
25723,733,35,24,24,23,1,Rejected at QC: damaged or below grade
25724,734,35,19,19,17,2,Rejected at QC: damaged or below grade
25725,735,35,24,24,22,2,Rejected at QC: damaged or below grade
25726,736,1,18,18,17,1,Rejected at QC: damaged or below grade
25727,737,1,16,16,15,1,Rejected at QC: damaged or below grade
25728,738,1,16,16,15,1,Rejected at QC: damaged or below grade
25729,739,1,18,18,17,1,Rejected at QC: damaged or below grade
25730,740,1,22,22,21,1,Rejected at QC: damaged or below grade
25731,736,2,21,21,20,1,Rejected at QC: damaged or below grade
25732,737,2,21,21,20,1,Rejected at QC: damaged or below grade
25733,738,2,17,17,16,1,Rejected at QC: damaged or below grade
25734,739,2,22,22,21,1,Rejected at QC: damaged or below grade
25735,740,2,18,18,17,1,Rejected at QC: damaged or below grade
25736,736,3,19,19,18,1,Rejected at QC: damaged or below grade
25737,737,3,20,20,19,1,Rejected at QC: damaged or below grade
25738,738,3,17,17,17,0,
25739,739,3,22,22,21,1,Rejected at QC: damaged or below grade
25740,740,3,21,21,20,1,Rejected at QC: damaged or below grade
25741,736,4,26,26,24,2,Rejected at QC: damaged or below grade
25742,737,4,20,20,19,1,Rejected at QC: damaged or below grade
25743,738,4,20,20,19,1,Rejected at QC: damaged or below grade
25744,739,4,27,27,26,1,Rejected at QC: damaged or below grade
25745,740,4,23,23,21,2,Rejected at QC: damaged or below grade
25746,736,5,25,25,24,1,Rejected at QC: damaged or below grade
25747,737,5,21,21,20,1,Rejected at QC: damaged or below grade
25748,738,5,18,18,17,1,Rejected at QC: damaged or below grade
25749,739,5,22,22,21,1,Rejected at QC: damaged or below grade
25750,740,5,25,25,24,1,Rejected at QC: damaged or below grade
25751,736,6,19,19,18,1,Rejected at QC: damaged or below grade
25752,737,6,17,17,16,1,Rejected at QC: damaged or below grade
25753,738,6,19,19,18,1,Rejected at QC: damaged or below grade
25754,739,6,19,19,18,1,Rejected at QC: damaged or below grade
25755,740,6,20,20,19,1,Rejected at QC: damaged or below grade
25756,736,7,28,28,27,1,Rejected at QC: damaged or below grade
25757,737,7,32,32,31,1,Rejected at QC: damaged or below grade
25758,738,7,31,31,30,1,Rejected at QC: damaged or below grade
25759,739,7,31,31,30,1,Rejected at QC: damaged or below grade
25760,740,7,27,27,25,2,Rejected at QC: damaged or below grade
25761,736,8,30,30,28,2,Rejected at QC: damaged or below grade
25762,737,8,27,27,26,1,Rejected at QC: damaged or below grade
25763,738,8,27,27,25,2,Rejected at QC: damaged or below grade
25764,739,8,26,26,25,1,Rejected at QC: damaged or below grade
25765,740,8,26,26,24,2,Rejected at QC: damaged or below grade
25766,736,9,28,28,27,1,Rejected at QC: damaged or below grade
25767,737,9,24,24,23,1,Rejected at QC: damaged or below grade
25768,738,9,27,27,25,2,Rejected at QC: damaged or below grade
25769,739,9,27,27,25,2,Rejected at QC: damaged or below grade
25770,740,9,24,24,23,1,Rejected at QC: damaged or below grade
25771,736,10,18,18,17,1,Rejected at QC: damaged or below grade
25772,737,10,20,20,19,1,Rejected at QC: damaged or below grade
25773,738,10,24,24,23,1,Rejected at QC: damaged or below grade
25774,739,10,21,21,21,0,
25775,740,10,19,19,18,1,Rejected at QC: damaged or below grade
25776,736,11,19,19,18,1,Rejected at QC: damaged or below grade
25777,737,11,24,24,23,1,Rejected at QC: damaged or below grade
25778,738,11,18,18,17,1,Rejected at QC: damaged or below grade
25779,739,11,22,22,21,1,Rejected at QC: damaged or below grade
25780,740,11,24,24,22,2,Rejected at QC: damaged or below grade
25781,736,12,20,20,19,1,Rejected at QC: damaged or below grade
25782,737,12,23,23,22,1,Rejected at QC: damaged or below grade
25783,738,12,21,21,19,2,Rejected at QC: damaged or below grade
25784,739,12,21,21,20,1,Rejected at QC: damaged or below grade
25785,740,12,16,16,15,1,Rejected at QC: damaged or below grade
25786,736,13,25,25,24,1,Rejected at QC: damaged or below grade
25787,737,13,28,28,27,1,Rejected at QC: damaged or below grade
25788,738,13,28,28,27,1,Rejected at QC: damaged or below grade
25789,739,13,24,24,23,1,Rejected at QC: damaged or below grade
25790,740,13,23,23,22,1,Rejected at QC: damaged or below grade
25791,736,14,25,25,24,1,Rejected at QC: damaged or below grade
25792,737,14,27,27,26,1,Rejected at QC: damaged or below grade
25793,738,14,25,25,24,1,Rejected at QC: damaged or below grade
25794,739,14,25,25,24,1,Rejected at QC: damaged or below grade
25795,740,14,25,25,23,2,Rejected at QC: damaged or below grade
25796,736,15,27,27,25,2,Rejected at QC: damaged or below grade
25797,737,15,22,22,20,2,Rejected at QC: damaged or below grade
25798,738,15,29,29,28,1,Rejected at QC: damaged or below grade
25799,739,15,24,24,23,1,Rejected at QC: damaged or below grade
25800,740,15,26,26,25,1,Rejected at QC: damaged or below grade
25801,736,16,25,25,24,1,Rejected at QC: damaged or below grade
25802,737,16,25,25,24,1,Rejected at QC: damaged or below grade
25803,738,16,23,23,21,2,Rejected at QC: damaged or below grade
25804,739,16,22,22,21,1,Rejected at QC: damaged or below grade
25805,740,16,27,27,26,1,Rejected at QC: damaged or below grade
25806,736,17,21,21,20,1,Rejected at QC: damaged or below grade
25807,737,17,21,21,20,1,Rejected at QC: damaged or below grade
25808,738,17,18,18,17,1,Rejected at QC: damaged or below grade
25809,739,17,17,17,16,1,Rejected at QC: damaged or below grade
25810,740,17,21,21,20,1,Rejected at QC: damaged or below grade
25811,736,18,24,24,23,1,Rejected at QC: damaged or below grade
25812,737,18,28,28,26,2,Rejected at QC: damaged or below grade
25813,738,18,24,24,22,2,Rejected at QC: damaged or below grade
25814,739,18,24,24,22,2,Rejected at QC: damaged or below grade
25815,740,18,26,26,24,2,Rejected at QC: damaged or below grade
25816,736,19,22,22,22,0,
25817,737,19,19,19,18,1,Rejected at QC: damaged or below grade
25818,738,19,22,22,21,1,Rejected at QC: damaged or below grade
25819,739,19,19,19,18,1,Rejected at QC: damaged or below grade
25820,740,19,21,21,20,1,Rejected at QC: damaged or below grade
25821,736,20,21,21,19,2,Rejected at QC: damaged or below grade
25822,737,20,27,27,25,2,Rejected at QC: damaged or below grade
25823,738,20,26,26,24,2,Rejected at QC: damaged or below grade
25824,739,20,27,27,25,2,Rejected at QC: damaged or below grade
25825,740,20,20,20,19,1,Rejected at QC: damaged or below grade
25826,736,21,18,18,17,1,Rejected at QC: damaged or below grade
25827,737,21,16,16,15,1,Rejected at QC: damaged or below grade
25828,738,21,21,21,21,0,
25829,739,21,21,21,20,1,Rejected at QC: damaged or below grade
25830,740,21,16,16,15,1,Rejected at QC: damaged or below grade
25831,736,22,25,25,24,1,Rejected at QC: damaged or below grade
25832,737,22,23,23,22,1,Rejected at QC: damaged or below grade
25833,738,22,21,21,20,1,Rejected at QC: damaged or below grade
25834,739,22,24,24,23,1,Rejected at QC: damaged or below grade
25835,740,22,27,27,25,2,Rejected at QC: damaged or below grade
25836,736,23,28,28,27,1,Rejected at QC: damaged or below grade
25837,737,23,26,26,25,1,Rejected at QC: damaged or below grade
25838,738,23,22,22,20,2,Rejected at QC: damaged or below grade
25839,739,23,27,27,26,1,Rejected at QC: damaged or below grade
25840,740,23,27,27,26,1,Rejected at QC: damaged or below grade
25841,736,24,15,15,14,1,Rejected at QC: damaged or below grade
25842,737,24,19,19,19,0,
25843,738,24,18,18,17,1,Rejected at QC: damaged or below grade
25844,739,24,15,15,14,1,Rejected at QC: damaged or below grade
25845,740,24,17,17,17,0,
25846,736,25,27,27,25,2,Rejected at QC: damaged or below grade
25847,737,25,22,22,21,1,Rejected at QC: damaged or below grade
25848,738,25,23,23,22,1,Rejected at QC: damaged or below grade
25849,739,25,22,22,21,1,Rejected at QC: damaged or below grade
25850,740,25,23,23,22,1,Rejected at QC: damaged or below grade
25851,736,26,26,26,24,2,Rejected at QC: damaged or below grade
25852,737,26,29,29,28,1,Rejected at QC: damaged or below grade
25853,738,26,23,23,22,1,Rejected at QC: damaged or below grade
25854,739,26,28,28,26,2,Rejected at QC: damaged or below grade
25855,740,26,26,26,24,2,Rejected at QC: damaged or below grade
25856,736,27,25,25,24,1,Rejected at QC: damaged or below grade
25857,737,27,25,25,23,2,Rejected at QC: damaged or below grade
25858,738,27,26,26,25,1,Rejected at QC: damaged or below grade
25859,739,27,28,28,26,2,Rejected at QC: damaged or below grade
25860,740,27,30,30,28,2,Rejected at QC: damaged or below grade
25861,736,28,26,26,25,1,Rejected at QC: damaged or below grade
25862,737,28,22,22,20,2,Rejected at QC: damaged or below grade
25863,738,28,24,24,23,1,Rejected at QC: damaged or below grade
25864,739,28,23,23,21,2,Rejected at QC: damaged or below grade
25865,740,28,27,27,26,1,Rejected at QC: damaged or below grade
25866,736,29,21,21,20,1,Rejected at QC: damaged or below grade
25867,737,29,16,16,15,1,Rejected at QC: damaged or below grade
25868,738,29,19,19,18,1,Rejected at QC: damaged or below grade
25869,739,29,20,20,19,1,Rejected at QC: damaged or below grade
25870,740,29,20,20,19,1,Rejected at QC: damaged or below grade
25871,736,30,22,22,21,1,Rejected at QC: damaged or below grade
25872,737,30,20,20,19,1,Rejected at QC: damaged or below grade
25873,738,30,24,24,22,2,Rejected at QC: damaged or below grade
25874,739,30,17,17,16,1,Rejected at QC: damaged or below grade
25875,740,30,21,21,19,2,Rejected at QC: damaged or below grade
25876,736,31,19,19,18,1,Rejected at QC: damaged or below grade
25877,737,31,18,18,17,1,Rejected at QC: damaged or below grade
25878,738,31,19,19,19,0,
25879,739,31,24,24,22,2,Rejected at QC: damaged or below grade
25880,740,31,21,21,20,1,Rejected at QC: damaged or below grade
25881,736,32,19,19,18,1,Rejected at QC: damaged or below grade
25882,737,32,25,25,23,2,Rejected at QC: damaged or below grade
25883,738,32,21,21,21,0,
25884,739,32,21,21,20,1,Rejected at QC: damaged or below grade
25885,740,32,24,24,23,1,Rejected at QC: damaged or below grade
25886,736,33,22,22,21,1,Rejected at QC: damaged or below grade
25887,737,33,20,20,19,1,Rejected at QC: damaged or below grade
25888,738,33,19,19,18,1,Rejected at QC: damaged or below grade
25889,739,33,24,24,23,1,Rejected at QC: damaged or below grade
25890,740,33,17,17,16,1,Rejected at QC: damaged or below grade
25891,736,34,21,21,20,1,Rejected at QC: damaged or below grade
25892,737,34,22,22,20,2,Rejected at QC: damaged or below grade
25893,738,34,21,21,20,1,Rejected at QC: damaged or below grade
25894,739,34,18,18,17,1,Rejected at QC: damaged or below grade
25895,740,34,22,22,21,1,Rejected at QC: damaged or below grade
25896,736,35,25,25,24,1,Rejected at QC: damaged or below grade
25897,737,35,21,21,20,1,Rejected at QC: damaged or below grade
25898,738,35,25,25,24,1,Rejected at QC: damaged or below grade
25899,739,35,28,28,26,2,Rejected at QC: damaged or below grade
25900,740,35,23,23,22,1,Rejected at QC: damaged or below grade
25901,741,1,25,25,24,1,Rejected at QC: damaged or below grade
25902,742,1,22,22,21,1,Rejected at QC: damaged or below grade
25903,743,1,19,19,17,2,Rejected at QC: damaged or below grade
25904,744,1,24,24,22,2,Rejected at QC: damaged or below grade
25905,745,1,22,22,21,1,Rejected at QC: damaged or below grade
25906,741,2,31,31,30,1,Rejected at QC: damaged or below grade
25907,742,2,35,35,33,2,Rejected at QC: damaged or below grade
25908,743,2,30,30,29,1,Rejected at QC: damaged or below grade
25909,744,2,32,32,30,2,Rejected at QC: damaged or below grade
25910,745,2,27,27,25,2,Rejected at QC: damaged or below grade
25911,741,3,22,22,21,1,Rejected at QC: damaged or below grade
25912,742,3,26,26,24,2,Rejected at QC: damaged or below grade
25913,743,3,29,29,28,1,Rejected at QC: damaged or below grade
25914,744,3,24,24,23,1,Rejected at QC: damaged or below grade
25915,745,3,24,24,23,1,Rejected at QC: damaged or below grade
25916,741,4,26,26,25,1,Rejected at QC: damaged or below grade
25917,742,4,28,28,26,2,Rejected at QC: damaged or below grade
25918,743,4,34,34,33,1,Rejected at QC: damaged or below grade
25919,744,4,27,27,26,1,Rejected at QC: damaged or below grade
25920,745,4,28,28,26,2,Rejected at QC: damaged or below grade
25921,741,5,27,27,25,2,Rejected at QC: damaged or below grade
25922,742,5,25,25,24,1,Rejected at QC: damaged or below grade
25923,743,5,22,22,21,1,Rejected at QC: damaged or below grade
25924,744,5,26,26,25,1,Rejected at QC: damaged or below grade
25925,745,5,29,29,28,1,Rejected at QC: damaged or below grade
25926,741,6,29,29,28,1,Rejected at QC: damaged or below grade
25927,742,6,24,24,23,1,Rejected at QC: damaged or below grade
25928,743,6,26,26,25,1,Rejected at QC: damaged or below grade
25929,744,6,24,24,23,1,Rejected at QC: damaged or below grade
25930,745,6,28,28,27,1,Rejected at QC: damaged or below grade
25931,741,7,26,26,25,1,Rejected at QC: damaged or below grade
25932,742,7,32,32,30,2,Rejected at QC: damaged or below grade
25933,743,7,28,28,26,2,Rejected at QC: damaged or below grade
25934,744,7,28,28,26,2,Rejected at QC: damaged or below grade
25935,745,7,25,25,24,1,Rejected at QC: damaged or below grade
25936,741,8,24,24,22,2,Rejected at QC: damaged or below grade
25937,742,8,21,21,20,1,Rejected at QC: damaged or below grade
25938,743,8,22,22,20,2,Rejected at QC: damaged or below grade
25939,744,8,21,21,20,1,Rejected at QC: damaged or below grade
25940,745,8,19,19,18,1,Rejected at QC: damaged or below grade
25941,741,9,27,27,25,2,Rejected at QC: damaged or below grade
25942,742,9,27,27,25,2,Rejected at QC: damaged or below grade
25943,743,9,27,27,25,2,Rejected at QC: damaged or below grade
25944,744,9,25,25,24,1,Rejected at QC: damaged or below grade
25945,745,9,29,29,27,2,Rejected at QC: damaged or below grade
25946,741,10,18,18,17,1,Rejected at QC: damaged or below grade
25947,742,10,17,17,16,1,Rejected at QC: damaged or below grade
25948,743,10,19,19,18,1,Rejected at QC: damaged or below grade
25949,744,10,17,17,17,0,
25950,745,10,21,21,20,1,Rejected at QC: damaged or below grade
25951,741,11,31,31,30,1,Rejected at QC: damaged or below grade
25952,742,11,25,25,24,1,Rejected at QC: damaged or below grade
25953,743,11,30,30,29,1,Rejected at QC: damaged or below grade
25954,744,11,26,26,25,1,Rejected at QC: damaged or below grade
25955,745,11,24,24,22,2,Rejected at QC: damaged or below grade
25956,741,12,26,26,24,2,Rejected at QC: damaged or below grade
25957,742,12,25,25,23,2,Rejected at QC: damaged or below grade
25958,743,12,26,26,25,1,Rejected at QC: damaged or below grade
25959,744,12,29,29,27,2,Rejected at QC: damaged or below grade
25960,745,12,24,24,23,1,Rejected at QC: damaged or below grade
25961,741,13,26,26,24,2,Rejected at QC: damaged or below grade
25962,742,13,25,25,23,2,Rejected at QC: damaged or below grade
25963,743,13,23,23,22,1,Rejected at QC: damaged or below grade
25964,744,13,27,27,25,2,Rejected at QC: damaged or below grade
25965,745,13,26,26,25,1,Rejected at QC: damaged or below grade
25966,741,14,24,24,22,2,Rejected at QC: damaged or below grade
25967,742,14,26,26,25,1,Rejected at QC: damaged or below grade
25968,743,14,22,22,21,1,Rejected at QC: damaged or below grade
25969,744,14,25,25,23,2,Rejected at QC: damaged or below grade
25970,745,14,28,28,27,1,Rejected at QC: damaged or below grade
25971,741,15,22,22,20,2,Rejected at QC: damaged or below grade
25972,742,15,24,24,23,1,Rejected at QC: damaged or below grade
25973,743,15,23,23,22,1,Rejected at QC: damaged or below grade
25974,744,15,27,27,26,1,Rejected at QC: damaged or below grade
25975,745,15,30,30,29,1,Rejected at QC: damaged or below grade
25976,741,16,25,25,24,1,Rejected at QC: damaged or below grade
25977,742,16,25,25,23,2,Rejected at QC: damaged or below grade
25978,743,16,27,27,26,1,Rejected at QC: damaged or below grade
25979,744,16,27,27,26,1,Rejected at QC: damaged or below grade
25980,745,16,28,28,26,2,Rejected at QC: damaged or below grade
25981,741,17,22,22,21,1,Rejected at QC: damaged or below grade
25982,742,17,23,23,22,1,Rejected at QC: damaged or below grade
25983,743,17,24,24,22,2,Rejected at QC: damaged or below grade
